lead_id,created_date,stage,final_stage,deal_value,probability,source,industry,sales_rep,close_date,expected_revenue
LEAD-01098,2025-10-03,qualified,qualified,14711,0.43,marketing,retail,Morgan Patel,2025-10-25,6325.73
LEAD-00042,2025-10-04,lead,lead,19601,0.2,referral,finance,Taylor Brooks,2025-10-29,3920.2000000000003
LEAD-00247,2025-10-04,closed_won,closed_won,4355,1.0,referral,tech,Jordan Lee,2025-12-21,4355.0
LEAD-01674,2025-10-04,lead,lead,2062,0.15,marketing,tech,Taylor Brooks,2025-11-26,309.3
LEAD-01073,2025-10-04,lead,lead,9836,0.15,marketing,tech,Jordan Lee,2025-11-22,1475.3999999999999
LEAD-00234,2025-10-04,qualified,qualified,8347,0.54,referral,tech,Morgan Patel,2025-10-20,4507.38
LEAD-01868,2025-10-05,qualified,qualified,14241,0.49,referral,tech,Alex Chen,2025-12-07,6978.09
LEAD-00051,2025-10-05,closed_lost,closed_lost,3003,0.0,referral,finance,Jordan Lee,2025-11-12,0.0
LEAD-01301,2025-10-05,proposal,proposal,15102,0.62,outbound,retail,Taylor Brooks,2025-12-24,9363.24
LEAD-00014,2025-10-05,proposal,proposal,13452,0.69,outbound,retail,Taylor Brooks,2025-10-27,9281.88
LEAD-01204,2025-10-05,proposal,proposal,3173,0.67,marketing,retail,Alex Chen,2025-10-31,2125.9100000000003
LEAD-01275,2025-10-06,lead,lead,18602,0.06,outbound,tech,Alex Chen,2025-11-10,1116.12
LEAD-01134,2025-10-06,closed_won,closed_won,11930,1.0,outbound,retail,Morgan Patel,2025-11-23,11930.0
LEAD-00714,2025-10-06,lead,lead,7235,0.07,outbound,finance,Morgan Patel,2025-10-18,506.45000000000005
LEAD-00207,2025-10-06,qualified,qualified,6130,0.47,referral,tech,Taylor Brooks,2025-12-16,2881.1
LEAD-00742,2025-10-06,qualified,qualified,17743,0.35,marketing,tech,Alex Chen,2025-11-10,6210.049999999999
LEAD-01671,2025-10-06,lead,lead,18391,0.23,referral,tech,Alex Chen,2025-10-27,4229.93
LEAD-00423,2025-10-07,lead,lead,10306,0.13,marketing,retail,Taylor Brooks,2025-10-29,1339.78
LEAD-00489,2025-10-07,lead,lead,3713,0.05,outbound,tech,Taylor Brooks,2025-11-29,185.65
LEAD-00128,2025-10-07,qualified,qualified,8627,0.54,referral,tech,Alex Chen,2025-11-22,4658.58
LEAD-01822,2025-10-07,qualified,qualified,15195,0.47,referral,tech,Taylor Brooks,2025-11-28,7141.65
LEAD-00657,2025-10-07,closed_won,closed_won,5967,1.0,marketing,tech,Taylor Brooks,2025-12-12,5967.0
LEAD-00320,2025-10-08,lead,lead,18699,0.05,outbound,tech,Jordan Lee,2025-10-30,934.95
LEAD-01148,2025-10-08,lead,lead,12522,0.07,outbound,retail,Taylor Brooks,2025-11-15,876.5400000000001
LEAD-00089,2025-10-08,lead,closed_lost,15863,0.0,marketing,retail,Jordan Lee,2025-12-22,0.0
LEAD-01775,2025-10-08,proposal,proposal,14371,0.61,outbound,tech,Jordan Lee,2025-10-18,8766.31
LEAD-01870,2025-10-09,proposal,proposal,13235,0.66,marketing,retail,Jordan Lee,2025-12-11,8735.1
LEAD-01058,2025-10-09,lead,lead,10746,0.16,marketing,finance,Taylor Brooks,2025-12-08,1719.3600000000001
LEAD-00864,2025-10-09,qualified,closed_lost,9391,0.0,referral,tech,Jordan Lee,2025-10-22,0.0
LEAD-00911,2025-10-09,closed_lost,closed_lost,19719,0.0,marketing,retail,Morgan Patel,2025-12-15,0.0
LEAD-00370,2025-10-09,closed_lost,closed_lost,4770,0.0,marketing,tech,Alex Chen,2025-12-01,0.0
LEAD-00173,2025-10-09,proposal,proposal,10895,0.68,marketing,retail,Morgan Patel,2025-11-28,7408.6
LEAD-01061,2025-10-09,proposal,proposal,6536,0.62,outbound,finance,Morgan Patel,2025-11-24,4052.32
LEAD-01691,2025-10-09,qualified,qualified,15957,0.43,outbound,retail,Alex Chen,2025-12-23,6861.51
LEAD-00645,2025-10-09,proposal,closed_lost,14997,0.0,marketing,tech,Taylor Brooks,2025-10-29,0.0
LEAD-01278,2025-10-10,proposal,proposal,16084,0.69,marketing,finance,Alex Chen,2025-11-23,11097.96
LEAD-00002,2025-10-10,closed_lost,closed_lost,9654,0.0,marketing,retail,Alex Chen,2026-01-02,0.0
LEAD-01558,2025-10-10,proposal,proposal,7743,0.65,marketing,retail,Morgan Patel,2025-11-21,5032.95
LEAD-01825,2025-10-10,closed_won,closed_won,11882,1.0,outbound,tech,Morgan Patel,2025-10-22,11882.0
LEAD-01339,2025-10-10,qualified,qualified,17846,0.55,referral,retail,Morgan Patel,2025-12-25,9815.300000000001
LEAD-00734,2025-10-10,lead,lead,9219,0.13,marketing,retail,Jordan Lee,2025-11-08,1198.47
LEAD-01242,2025-10-11,closed_lost,closed_lost,16362,0.0,marketing,finance,Jordan Lee,2026-01-02,0.0
LEAD-01469,2025-10-11,qualified,qualified,9785,0.44,referral,finance,Taylor Brooks,2026-01-08,4305.4
LEAD-00836,2025-10-11,lead,lead,4855,0.1,marketing,tech,Taylor Brooks,2025-11-30,485.5
LEAD-00402,2025-10-11,lead,lead,10612,0.08,marketing,finance,Jordan Lee,2025-11-24,848.96
LEAD-01914,2025-10-11,qualified,qualified,6476,0.46,referral,finance,Morgan Patel,2025-12-23,2978.96
LEAD-01611,2025-10-11,lead,lead,6215,0.12,outbound,finance,Jordan Lee,2025-10-25,745.8
LEAD-00815,2025-10-11,qualified,qualified,3118,0.36,outbound,tech,Alex Chen,2025-11-10,1122.48
LEAD-00107,2025-10-12,proposal,proposal,15641,0.65,marketing,tech,Taylor Brooks,2025-12-07,10166.65
LEAD-01731,2025-10-12,lead,lead,6778,0.01,marketing,tech,Morgan Patel,2025-12-19,67.78
LEAD-00602,2025-10-12,closed_lost,closed_lost,4884,0.0,marketing,tech,Morgan Patel,2025-10-27,0.0
LEAD-00050,2025-10-12,lead,closed_won,16934,1.0,marketing,tech,Morgan Patel,2025-11-19,16934.0
LEAD-01441,2025-10-12,closed_won,closed_won,16963,1.0,outbound,tech,Morgan Patel,2025-11-27,16963.0
LEAD-00766,2025-10-12,lead,lead,13513,0.16,marketing,finance,Taylor Brooks,2025-11-23,2162.08
LEAD-01498,2025-10-12,closed_lost,closed_lost,9654,0.0,marketing,retail,Taylor Brooks,2025-10-30,0.0
LEAD-01313,2025-10-12,lead,closed_won,3531,1.0,marketing,tech,Morgan Patel,2025-12-28,3531.0
LEAD-00112,2025-10-12,proposal,proposal,1726,0.73,marketing,tech,Jordan Lee,2025-11-15,1259.98
LEAD-00598,2025-10-12,proposal,closed_won,6298,1.0,marketing,finance,Jordan Lee,2025-11-07,6298.0
LEAD-00210,2025-10-12,proposal,proposal,9163,0.7,marketing,tech,Taylor Brooks,2025-12-20,6414.099999999999
LEAD-00025,2025-10-13,lead,closed_won,18485,1.0,referral,tech,Alex Chen,2025-11-16,18485.0
LEAD-00806,2025-10-13,proposal,proposal,1045,0.73,referral,tech,Jordan Lee,2025-12-10,762.85
LEAD-00690,2025-10-13,qualified,qualified,6397,0.31,marketing,tech,Jordan Lee,2025-12-15,1983.07
LEAD-01212,2025-10-13,closed_lost,closed_lost,3006,0.0,marketing,tech,Morgan Patel,2025-11-23,0.0
LEAD-00278,2025-10-13,proposal,proposal,4480,0.69,marketing,retail,Alex Chen,2025-12-08,3091.2
LEAD-01726,2025-10-13,closed_lost,closed_lost,2619,0.0,outbound,tech,Morgan Patel,2025-11-06,0.0
LEAD-00955,2025-10-14,closed_won,closed_won,5943,1.0,outbound,tech,Alex Chen,2025-12-22,5943.0
LEAD-00476,2025-10-14,qualified,qualified,13705,0.47,referral,tech,Alex Chen,2025-11-05,6441.349999999999
LEAD-01416,2025-10-14,closed_won,closed_won,11100,1.0,marketing,finance,Taylor Brooks,2025-11-12,11100.0
LEAD-00016,2025-10-14,closed_lost,closed_lost,17229,0.0,marketing,retail,Morgan Patel,2025-10-24,0.0
LEAD-00613,2025-10-14,proposal,closed_lost,2460,0.0,outbound,retail,Alex Chen,2025-11-21,0.0
LEAD-00725,2025-10-14,closed_won,closed_won,18480,1.0,marketing,finance,Taylor Brooks,2025-11-23,18480.0
LEAD-00160,2025-10-14,lead,lead,17267,0.09,outbound,tech,Morgan Patel,2025-11-06,1554.03
LEAD-00918,2025-10-14,lead,lead,10698,0.04,outbound,retail,Alex Chen,2025-12-16,427.92
LEAD-00990,2025-10-15,closed_won,closed_won,17110,1.0,marketing,finance,Taylor Brooks,2025-12-09,17110.0
LEAD-00249,2025-10-15,closed_won,closed_won,19767,1.0,outbound,finance,Taylor Brooks,2025-12-03,19767.0
LEAD-00213,2025-10-15,proposal,proposal,5500,0.78,referral,finance,Taylor Brooks,2025-12-21,4290.0
LEAD-00106,2025-10-15,lead,lead,17133,0.11,outbound,retail,Morgan Patel,2025-12-15,1884.63
LEAD-01430,2025-10-15,proposal,proposal,12909,0.65,outbound,tech,Alex Chen,2025-11-29,8390.85
LEAD-01461,2025-10-16,closed_lost,closed_lost,13642,0.0,outbound,tech,Alex Chen,2025-11-06,0.0
LEAD-00559,2025-10-17,closed_won,closed_won,9023,1.0,referral,retail,Morgan Patel,2025-12-23,9023.0
LEAD-01617,2025-10-17,qualified,qualified,13937,0.36,marketing,tech,Jordan Lee,2025-12-09,5017.32
LEAD-01414,2025-10-17,lead,lead,4169,0.16,referral,tech,Taylor Brooks,2025-12-10,667.04
LEAD-01986,2025-10-17,proposal,proposal,18233,0.7,marketing,tech,Taylor Brooks,2025-11-29,12763.099999999999
LEAD-01254,2025-10-17,closed_won,closed_won,13195,1.0,referral,retail,Morgan Patel,2025-11-27,13195.0
LEAD-00639,2025-10-17,qualified,qualified,13194,0.35,marketing,finance,Taylor Brooks,2025-11-05,4617.9
LEAD-01980,2025-10-17,proposal,proposal,2097,0.6,outbound,finance,Jordan Lee,2025-12-11,1258.2
LEAD-01133,2025-10-17,closed_won,closed_won,14641,1.0,outbound,tech,Morgan Patel,2025-11-25,14641.0
LEAD-00261,2025-10-17,closed_won,closed_won,2958,1.0,marketing,tech,Alex Chen,2025-11-01,2958.0
LEAD-00745,2025-10-18,closed_won,closed_won,6929,1.0,outbound,tech,Taylor Brooks,2025-11-30,6929.0
LEAD-01684,2025-10-18,closed_won,closed_won,19822,1.0,referral,retail,Jordan Lee,2026-01-08,19822.0
LEAD-00484,2025-10-18,closed_won,closed_won,4368,1.0,marketing,retail,Jordan Lee,2026-01-09,4368.0
LEAD-00135,2025-10-18,lead,closed_lost,16086,0.0,outbound,retail,Alex Chen,2025-11-07,0.0
LEAD-00692,2025-10-18,qualified,qualified,13121,0.41,outbound,retail,Alex Chen,2025-11-15,5379.61
LEAD-00105,2025-10-18,lead,lead,2039,0.06,marketing,retail,Jordan Lee,2026-01-07,122.33999999999999
LEAD-00071,2025-10-18,proposal,proposal,7985,0.53,outbound,tech,Alex Chen,2025-11-01,4232.05
LEAD-01736,2025-10-19,lead,lead,1825,0.14,marketing,retail,Morgan Patel,2025-12-20,255.50000000000003
LEAD-00716,2025-10-19,lead,lead,18913,0.06,outbound,finance,Jordan Lee,2026-01-15,1134.78
LEAD-01012,2025-10-19,proposal,proposal,1773,0.63,marketing,tech,Jordan Lee,2025-11-07,1116.99
LEAD-01578,2025-10-19,lead,lead,15407,0.01,outbound,tech,Taylor Brooks,2026-01-10,154.07
LEAD-01087,2025-10-20,closed_lost,closed_lost,14622,0.0,marketing,retail,Jordan Lee,2025-12-13,0.0
LEAD-00686,2025-10-20,closed_won,closed_won,17736,1.0,marketing,tech,Taylor Brooks,2025-11-26,17736.0
LEAD-00852,2025-10-20,closed_won,closed_won,1427,1.0,outbound,tech,Morgan Patel,2025-11-10,1427.0
LEAD-00860,2025-10-20,proposal,closed_won,3592,1.0,marketing,tech,Morgan Patel,2025-12-20,3592.0
LEAD-00596,2025-10-20,closed_won,closed_won,13243,1.0,referral,finance,Alex Chen,2025-12-25,13243.0
LEAD-00591,2025-10-20,qualified,qualified,3153,0.37,marketing,finance,Taylor Brooks,2025-12-16,1166.61
LEAD-01284,2025-10-20,qualified,closed_lost,16547,0.0,outbound,tech,Taylor Brooks,2025-12-03,0.0
LEAD-01260,2025-10-20,qualified,closed_lost,14299,0.0,marketing,tech,Jordan Lee,2025-11-29,0.0
LEAD-00654,2025-10-21,lead,lead,17085,0.17,marketing,tech,Morgan Patel,2026-01-14,2904.4500000000003
LEAD-00092,2025-10-21,qualified,qualified,8377,0.38,referral,finance,Taylor Brooks,2026-01-02,3183.26
LEAD-00428,2025-10-21,lead,lead,12375,0.16,marketing,finance,Taylor Brooks,2025-12-07,1980.0
LEAD-00472,2025-10-21,closed_won,closed_won,2426,1.0,marketing,tech,Morgan Patel,2026-01-12,2426.0
LEAD-00551,2025-10-21,closed_won,closed_won,8487,1.0,marketing,finance,Taylor Brooks,2025-12-16,8487.0
LEAD-01199,2025-10-21,qualified,closed_lost,2545,0.0,marketing,tech,Morgan Patel,2025-12-23,0.0
LEAD-00103,2025-10-21,qualified,qualified,3856,0.32,outbound,finance,Taylor Brooks,2026-01-10,1233.92
LEAD-01749,2025-10-21,closed_won,closed_won,3699,1.0,marketing,finance,Alex Chen,2025-12-20,3699.0
LEAD-00291,2025-10-22,qualified,qualified,14085,0.4,marketing,tech,Jordan Lee,2026-01-14,5634.0
LEAD-01334,2025-10-22,proposal,proposal,16318,0.66,marketing,retail,Jordan Lee,2025-11-10,10769.880000000001
LEAD-01219,2025-10-23,qualified,qualified,6786,0.33,outbound,finance,Jordan Lee,2026-01-11,2239.38
LEAD-00336,2025-10-23,closed_lost,closed_lost,9744,0.0,outbound,tech,Morgan Patel,2025-12-10,0.0
LEAD-00837,2025-10-23,lead,lead,3270,0.1,marketing,retail,Jordan Lee,2026-01-21,327.0
LEAD-01001,2025-10-23,qualified,qualified,13799,0.29,outbound,retail,Taylor Brooks,2025-11-09,4001.7099999999996
LEAD-00227,2025-10-23,lead,lead,4829,0.11,marketing,retail,Jordan Lee,2025-12-01,531.19
LEAD-00885,2025-10-24,lead,lead,12918,0.06,marketing,finance,Alex Chen,2025-12-16,775.0799999999999
LEAD-01574,2025-10-24,qualified,qualified,9607,0.28,outbound,tech,Taylor Brooks,2025-12-05,2689.96
LEAD-01426,2025-10-25,qualified,qualified,6916,0.27,outbound,tech,Taylor Brooks,2026-01-01,1867.3200000000002
LEAD-00166,2025-10-25,qualified,qualified,11881,0.3,outbound,retail,Jordan Lee,2026-01-08,3564.2999999999997
LEAD-01965,2025-10-26,qualified,qualified,11857,0.4,marketing,tech,Jordan Lee,2025-11-22,4742.8
LEAD-01535,2025-10-26,proposal,proposal,7833,0.63,outbound,retail,Taylor Brooks,2026-01-21,4934.79
LEAD-00514,2025-10-26,proposal,proposal,13367,0.59,outbound,finance,Morgan Patel,2026-01-06,7886.53
LEAD-00741,2025-10-26,qualified,qualified,9697,0.4,marketing,tech,Morgan Patel,2025-12-28,3878.8
LEAD-01964,2025-10-26,qualified,qualified,19346,0.51,referral,tech,Morgan Patel,2026-01-07,9866.460000000001
LEAD-01843,2025-10-26,lead,lead,4129,0.13,marketing,tech,Morgan Patel,2025-11-20,536.77
LEAD-00849,2025-10-27,lead,lead,5933,0.1,marketing,tech,Taylor Brooks,2025-11-25,593.3000000000001
LEAD-00867,2025-10-27,lead,lead,12274,0.07,outbound,retail,Jordan Lee,2025-11-27,859.1800000000001
LEAD-00149,2025-10-27,proposal,proposal,2942,0.69,marketing,finance,Morgan Patel,2026-01-08,2029.9799999999998
LEAD-01231,2025-10-27,lead,lead,14736,0.13,marketing,finance,Taylor Brooks,2025-11-16,1915.68
LEAD-01025,2025-10-27,lead,lead,15820,0.19,marketing,finance,Alex Chen,2025-12-19,3005.8
LEAD-01264,2025-10-28,closed_lost,closed_lost,2148,0.0,marketing,finance,Alex Chen,2025-12-05,0.0
LEAD-00028,2025-10-28,lead,lead,12896,0.05,marketing,finance,Morgan Patel,2025-11-27,644.8000000000001
LEAD-01587,2025-10-28,lead,lead,13580,0.1,marketing,retail,Alex Chen,2026-01-02,1358.0
LEAD-01923,2025-10-29,lead,closed_lost,7349,0.0,marketing,tech,Alex Chen,2025-12-11,0.0
LEAD-00433,2025-10-29,proposal,proposal,13634,0.66,marketing,finance,Alex Chen,2025-11-15,8998.44
LEAD-01987,2025-10-29,lead,closed_lost,5769,0.0,marketing,retail,Jordan Lee,2025-12-10,0.0
LEAD-00302,2025-10-29,proposal,proposal,16290,0.77,referral,tech,Morgan Patel,2025-12-19,12543.300000000001
LEAD-00605,2025-10-29,closed_lost,closed_lost,17034,0.0,marketing,finance,Taylor Brooks,2025-11-24,0.0
LEAD-00794,2025-10-29,qualified,qualified,16071,0.46,referral,tech,Jordan Lee,2025-12-12,7392.660000000001
LEAD-01603,2025-10-29,lead,lead,7043,0.09,marketing,finance,Taylor Brooks,2025-12-20,633.87
LEAD-00524,2025-10-29,lead,lead,3629,0.12,outbound,tech,Morgan Patel,2025-11-30,435.47999999999996
LEAD-01040,2025-10-29,closed_won,closed_won,6775,1.0,outbound,finance,Morgan Patel,2026-01-15,6775.0
LEAD-00038,2025-10-30,proposal,proposal,15133,0.74,marketing,tech,Morgan Patel,2025-12-24,11198.42
LEAD-00482,2025-10-30,closed_lost,closed_lost,13162,0.0,marketing,retail,Alex Chen,2025-12-30,0.0
LEAD-00334,2025-10-30,proposal,proposal,12447,0.61,outbound,tech,Jordan Lee,2025-12-09,7592.67
LEAD-01971,2025-10-30,closed_won,closed_won,19691,1.0,marketing,retail,Morgan Patel,2026-01-19,19691.0
LEAD-00553,2025-10-30,lead,lead,13597,0.09,marketing,tech,Taylor Brooks,2025-12-23,1223.73
LEAD-00388,2025-10-31,lead,lead,10233,0.09,marketing,finance,Morgan Patel,2025-11-30,920.9699999999999
LEAD-00101,2025-10-31,lead,lead,14614,0.14,marketing,finance,Taylor Brooks,2025-12-24,2045.9600000000003
LEAD-00545,2025-10-31,qualified,closed_won,12713,1.0,marketing,tech,Morgan Patel,2026-01-07,12713.0
LEAD-00090,2025-10-31,lead,lead,11045,0.16,marketing,finance,Alex Chen,2026-01-04,1767.2
LEAD-00084,2025-10-31,lead,lead,1106,0.09,outbound,finance,Alex Chen,2025-11-26,99.53999999999999
LEAD-01097,2025-11-01,lead,lead,1817,0.05,marketing,retail,Taylor Brooks,2026-01-04,90.85000000000001
LEAD-01865,2025-11-01,lead,lead,19197,0.08,marketing,retail,Taylor Brooks,2026-01-16,1535.76
LEAD-01933,2025-11-01,lead,closed_won,5325,1.0,referral,finance,Alex Chen,2025-12-14,5325.0
LEAD-00582,2025-11-01,closed_won,closed_won,14674,1.0,marketing,finance,Jordan Lee,2025-11-27,14674.0
LEAD-00611,2025-11-01,closed_won,closed_won,17006,1.0,marketing,retail,Jordan Lee,2025-12-22,17006.0
LEAD-01016,2025-11-02,lead,lead,1886,0.24,referral,retail,Jordan Lee,2026-01-13,452.64
LEAD-00816,2025-11-02,lead,lead,4966,0.28,referral,tech,Alex Chen,2025-11-14,1390.4800000000002
LEAD-00589,2025-11-02,proposal,proposal,13219,0.65,marketing,finance,Taylor Brooks,2025-11-28,8592.35
LEAD-01650,2025-11-02,proposal,proposal,11913,0.66,outbound,retail,Jordan Lee,2025-12-04,7862.58
LEAD-01080,2025-11-02,closed_lost,closed_lost,15115,0.0,marketing,retail,Alex Chen,2026-01-23,0.0
LEAD-00868,2025-11-02,lead,lead,18417,0.05,marketing,tech,Jordan Lee,2026-01-02,920.85
LEAD-01969,2025-11-03,closed_lost,closed_lost,19925,0.0,referral,tech,Morgan Patel,2025-12-04,0.0
LEAD-00513,2025-11-03,lead,lead,19750,0.22,referral,finance,Taylor Brooks,2025-12-15,4345.0
LEAD-00019,2025-11-03,lead,lead,2817,0.15,marketing,tech,Taylor Brooks,2025-12-02,422.55
LEAD-01961,2025-11-03,lead,lead,12898,0.08,outbound,tech,Taylor Brooks,2026-01-02,1031.84
LEAD-00459,2025-11-03,lead,lead,9918,0.05,outbound,tech,Alex Chen,2026-01-12,495.90000000000003
LEAD-00963,2025-11-03,proposal,proposal,2870,0.73,referral,retail,Alex Chen,2025-12-18,2095.1
LEAD-01125,2025-11-03,closed_lost,closed_lost,3076,0.0,marketing,finance,Morgan Patel,2026-01-30,0.0
LEAD-01659,2025-11-03,qualified,closed_won,2720,1.0,marketing,retail,Morgan Patel,2026-01-17,2720.0
LEAD-01086,2025-11-03,closed_won,closed_won,18537,1.0,marketing,finance,Morgan Patel,2025-12-08,18537.0
LEAD-01093,2025-11-04,lead,closed_lost,19321,0.0,referral,finance,Alex Chen,2026-02-01,0.0
LEAD-00093,2025-11-04,closed_won,closed_won,16716,1.0,marketing,finance,Morgan Patel,2026-01-12,16716.0
LEAD-00590,2025-11-04,qualified,qualified,3501,0.42,marketing,tech,Taylor Brooks,2026-01-30,1470.4199999999998
LEAD-01126,2025-11-04,qualified,qualified,3244,0.43,marketing,tech,Alex Chen,2025-11-20,1394.92
LEAD-01500,2025-11-04,lead,lead,14147,0.07,marketing,finance,Taylor Brooks,2026-01-20,990.2900000000001
LEAD-01024,2025-11-04,qualified,closed_lost,3820,0.0,marketing,finance,Morgan Patel,2025-11-28,0.0
LEAD-01599,2025-11-05,qualified,qualified,19088,0.3,outbound,tech,Morgan Patel,2025-11-22,5726.4
LEAD-01844,2025-11-05,proposal,proposal,16029,0.62,marketing,tech,Alex Chen,2026-02-01,9937.98
LEAD-00865,2025-11-05,proposal,proposal,7016,0.76,referral,finance,Taylor Brooks,2025-12-23,5332.16
LEAD-00723,2025-11-05,lead,lead,3588,0.07,outbound,finance,Alex Chen,2025-11-26,251.16000000000003
LEAD-01884,2025-11-05,lead,lead,10387,0.11,marketing,tech,Morgan Patel,2025-11-29,1142.57
LEAD-00775,2025-11-05,proposal,proposal,3722,0.67,referral,finance,Alex Chen,2025-12-30,2493.7400000000002
LEAD-01144,2025-11-05,lead,lead,11117,0.05,outbound,tech,Alex Chen,2025-12-11,555.85
LEAD-00361,2025-11-05,qualified,qualified,1430,0.44,referral,tech,Jordan Lee,2025-12-21,629.2
LEAD-01863,2025-11-06,closed_won,closed_won,8871,1.0,marketing,tech,Morgan Patel,2025-12-13,8871.0
LEAD-01163,2025-11-06,lead,lead,19003,0.08,marketing,finance,Morgan Patel,2026-01-17,1520.24
LEAD-00650,2025-11-06,proposal,proposal,12354,0.62,outbound,finance,Alex Chen,2025-12-10,7659.48
LEAD-01657,2025-11-06,lead,lead,14802,0.15,marketing,finance,Jordan Lee,2026-01-08,2220.2999999999997
LEAD-00477,2025-11-06,qualified,qualified,2618,0.34,marketing,finance,Morgan Patel,2025-11-16,890.1200000000001
LEAD-01150,2025-11-07,lead,lead,9229,0.2,marketing,tech,Jordan Lee,2026-01-10,1845.8000000000002
LEAD-01856,2025-11-07,lead,lead,18331,0.06,outbound,finance,Taylor Brooks,2025-12-02,1099.86
LEAD-00560,2025-11-07,closed_lost,closed_lost,2127,0.0,outbound,retail,Morgan Patel,2026-01-28,0.0
LEAD-01158,2025-11-07,lead,lead,19410,0.1,marketing,tech,Taylor Brooks,2025-12-28,1941.0
LEAD-00882,2025-11-07,lead,lead,10403,0.26,referral,finance,Alex Chen,2026-01-31,2704.78
LEAD-01548,2025-11-07,qualified,qualified,19566,0.38,marketing,tech,Morgan Patel,2026-01-22,7435.08
LEAD-00297,2025-11-07,proposal,proposal,14935,0.59,marketing,finance,Morgan Patel,2025-12-26,8811.65
LEAD-01007,2025-11-07,qualified,closed_lost,11129,0.0,marketing,retail,Jordan Lee,2025-12-26,0.0
LEAD-01896,2025-11-07,lead,lead,14572,0.12,marketing,retail,Morgan Patel,2026-01-19,1748.6399999999999
LEAD-01465,2025-11-07,proposal,proposal,15456,0.66,marketing,tech,Alex Chen,2025-12-30,10200.960000000001
LEAD-00780,2025-11-07,proposal,proposal,4831,0.75,marketing,finance,Taylor Brooks,2026-01-20,3623.25
LEAD-00856,2025-11-07,closed_won,closed_won,8505,1.0,outbound,tech,Taylor Brooks,2025-11-17,8505.0
LEAD-01552,2025-11-08,proposal,proposal,8318,0.65,marketing,retail,Alex Chen,2025-11-18,5406.7
LEAD-01127,2025-11-08,qualified,closed_won,11051,1.0,marketing,retail,Jordan Lee,2026-01-06,11051.0
LEAD-01314,2025-11-08,lead,lead,12396,0.12,marketing,finance,Taylor Brooks,2026-01-06,1487.52
LEAD-00643,2025-11-08,lead,closed_lost,5540,0.0,marketing,finance,Taylor Brooks,2025-11-19,0.0
LEAD-00835,2025-11-08,proposal,closed_won,7053,1.0,marketing,tech,Alex Chen,2025-12-29,7053.0
LEAD-01401,2025-11-08,qualified,qualified,18378,0.48,referral,finance,Jordan Lee,2025-11-18,8821.44
LEAD-01310,2025-11-08,closed_lost,closed_lost,10897,0.0,outbound,retail,Jordan Lee,2026-01-29,0.0
LEAD-00146,2025-11-08,proposal,proposal,1244,0.66,marketing,retail,Jordan Lee,2026-01-01,821.0400000000001
LEAD-00125,2025-11-09,lead,lead,6351,0.12,marketing,tech,Taylor Brooks,2025-12-13,762.12
LEAD-01347,2025-11-09,proposal,closed_won,10137,1.0,outbound,finance,Morgan Patel,2026-01-10,10137.0
LEAD-01560,2025-11-09,closed_won,closed_won,14735,1.0,marketing,retail,Alex Chen,2025-11-21,14735.0
LEAD-00151,2025-11-09,qualified,qualified,3331,0.34,marketing,tech,Morgan Patel,2025-12-15,1132.5400000000002
LEAD-01042,2025-11-09,qualified,qualified,19411,0.37,outbound,finance,Jordan Lee,2025-12-15,7182.07
LEAD-00232,2025-11-09,lead,lead,15491,0.26,referral,tech,Taylor Brooks,2026-01-10,4027.6600000000003
LEAD-01292,2025-11-10,closed_lost,closed_lost,2899,0.0,outbound,tech,Alex Chen,2026-01-08,0.0
LEAD-00006,2025-11-10,qualified,closed_lost,11814,0.0,marketing,finance,Taylor Brooks,2026-01-02,0.0
LEAD-00610,2025-11-10,closed_lost,closed_lost,14728,0.0,marketing,tech,Alex Chen,2025-12-12,0.0
LEAD-01706,2025-11-10,qualified,qualified,14476,0.38,marketing,tech,Alex Chen,2026-01-08,5500.88
LEAD-01247,2025-11-10,lead,lead,1266,0.08,marketing,finance,Alex Chen,2026-01-18,101.28
LEAD-00037,2025-11-10,lead,lead,10767,0.07,marketing,retail,Jordan Lee,2025-12-15,753.69
LEAD-01735,2025-11-11,closed_won,closed_won,14241,1.0,marketing,finance,Jordan Lee,2025-12-27,14241.0
LEAD-01486,2025-11-11,closed_won,closed_won,2151,1.0,marketing,tech,Taylor Brooks,2026-01-24,2151.0
LEAD-01419,2025-11-11,lead,lead,9163,0.19,marketing,tech,Morgan Patel,2026-01-17,1740.97
LEAD-00668,2025-11-11,qualified,qualified,9920,0.37,marketing,tech,Alex Chen,2026-01-03,3670.4
LEAD-01589,2025-11-11,qualified,qualified,3722,0.4,marketing,retail,Taylor Brooks,2025-11-25,1488.8000000000002
LEAD-00829,2025-11-12,closed_won,closed_won,10888,1.0,outbound,finance,Morgan Patel,2026-01-03,10888.0
LEAD-01509,2025-11-12,closed_lost,closed_lost,10127,0.0,referral,finance,Alex Chen,2026-01-20,0.0
LEAD-01521,2025-11-12,proposal,closed_lost,19395,0.0,marketing,tech,Morgan Patel,2026-01-30,0.0
LEAD-00427,2025-11-12,closed_lost,closed_lost,12995,0.0,marketing,tech,Taylor Brooks,2025-11-27,0.0
LEAD-01280,2025-11-12,lead,closed_lost,8335,0.0,referral,retail,Morgan Patel,2026-01-07,0.0
LEAD-01734,2025-11-12,qualified,qualified,10835,0.37,marketing,tech,Taylor Brooks,2026-01-15,4008.95
LEAD-00504,2025-11-13,qualified,qualified,4889,0.42,marketing,retail,Alex Chen,2025-12-31,2053.38
